idNum,time,channel,text,id,real_name,medium
286,2020-05-07T13:34:41Z,peter_cusack,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F012T2WPW31/712_hinterhof_hail_storm_edit.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F012T2WPW31,Peter Cusack,audio
287,2020-05-07T13:45:58Z,holger_schulze,"This online lecture next tuesday, 10am CET, might be interesting for some of you: Niels Lyhne Løkkegaard:
Utopia &amp; the Sustainability of Potentiality  <p></p><a href=""https://www.facebook.com/events/524688034893265/"">Link</a><p></p>",NA,Holger Schulze,text
288,2020-05-07T16:31:58Z,ursula_rogg,"2., 4., 6. Mai",NA,Ursula Rogg,text
289,2020-05-07T16:31:58Z,ursula_rogg,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F013EG4RK3N/2.mai.samstagabend.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F013EG4RK3N,Ursula Rogg,audio
290,2020-05-07T16:32:46Z,ursula_rogg,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F0138AYBC1Y/der_busfahrer.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F0138AYBC1Y,Ursula Rogg,audio
291,2020-05-07T17:16:12Z,ursula_rogg,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F0138LP8U7M/_im_glashaus.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F0138LP8U7M,Ursula Rogg,audio
292,2020-05-07T17:57:34Z,udo_noll,"Berlin, Weichselspielplatz, Franca erzählt",NA,unosonic,text
293,2020-05-07T17:57:34Z,udo_noll,"<audio controls autoplay src=""media/F01376H4NTX.mp3"" type=""audio/mpeg""></audio>",F01376H4NTX,unosonic,audio
294,2020-05-07T21:08:07Z,sam_auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012U9F1A95-c28e9af103/gruppen_muster_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F012U9F1A95,Sam Auinger,image
295,2020-05-07T21:08:07Z,sam_auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013ML58KQ9-218119e5a2/_hang_out__circles_2_480.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013ML58KQ9,Sam Auinger,image
296,2020-05-07T21:08:07Z,sam_auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013F73AKE0-7ddfd2e259/_hang_out__circles_1_480.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013F73AKE0,Sam Auinger,image
297,2020-05-07T21:09:08Z,sam_auinger,heute früher abend im mauerpark: immer mehr menschen tummeln sich wieder im freien und genießen die sonne und die frische luft. die verordneten und zum großteil eingehaltenen neuen verhaltensregeln im öffentlichen raum organisieren diesen ort ungewohnt für mich und es entstehen choreografien: gemeinsames biertrinken im “hang out” kreis und klein gruppen muster.,NA,Sam Auinger,text
298,2020-05-07T21:19:04Z,udo_noll,danke auch fürs interview und diesen situationsbericht in bester reportage art,NA,Sam Auinger,text
299,2020-05-08T07:37:59Z,susanne_jaschko,"Du bist Musik.
 
Dein Atem an meinem Ohr
gibt mir den Rhythmus vor.
 
Deine Stimme singt helle Lieder,
die ich nicht kenne.
 
Deine Finger hüpfen über die Tasten,
und meine Gedanken laufen mit.
 
Du erfüllst alles mit deinem Klang,
mit deinem Gang,
mit deiner Stimme.
 
Du bist Musik.",NA,Susanne Jaschko,text
300,2020-05-08T07:49:59Z,susanne_jaschko,"Vinetaplatz, Berlin Wedding. Widerspruch zur Maskenpflicht",NA,Susanne Jaschko,text
301,2020-05-08T07:49:59Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0139QDFM2N-57bb53c6fe/stadtmusik_widerspruch1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0139QDFM2N,Susanne Jaschko,image
302,2020-05-08T07:49:59Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0139QDFM8A-da855bd51e/stadtmusik_widerspruch2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0139QDFM8A,Susanne Jaschko,image
303,2020-05-08T07:52:04Z,susanne_jaschko,"Vinetaplatz, Berlin Wedding. Balkonsport",NA,Susanne Jaschko,text
304,2020-05-08T07:52:04Z,susanne_jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013A17SGHZ-15525f013b/stadtmusik_balkonsport_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013A17SGHZ,Susanne Jaschko,image
305,2020-05-08T11:28:05Z,martina_huber,"Sportmedizin Charité: normal ist es hier rappel voll..
bin rein und habe mich schlecht gefühlt, weil ich die einzige ohne Maske war..hab das dann natürlich sofort geändert! sowohl Ärzte, schwersten als auch Patienten hatten alle ne Maske an",NA,Martina Huber,text
306,2020-05-08T11:28:05Z,martina_huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013NNLHWGZ-9acfaaafb5/img_5968_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013NNLHWGZ,Martina Huber,image
307,2020-05-08T11:28:05Z,martina_huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0133C5BT0E-d636c596d1/img_5967_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0133C5BT0E,Martina Huber,image
308,2020-05-08T20:18:14Z,berlin-local,"hallo, mit etwas verspätung angekommen. hatte etwas technische probleme. hoffe, jetzt gehts. werd mich mal umsehen. bin aus wien und hier stadtforschend unterwegs, auch in den letzten wochen intensivst. ich schau jetzt mal, wo ich mich einklinken kann ...",NA,Peter Payer,text
309,2020-05-08T20:25:16Z,katrin_emler,Ausflug zum Mauerpark am frühen Abend vom 7. Mai 2020,NA,katrinem,text
310,2020-05-08T20:25:16Z,katrin_emler,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0139UBDU3X-a93bb6e541/200507_mauerpark_leftside_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0139UBDU3X,katrinem,image
311,2020-05-08T20:25:16Z,katrin_emler,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013BG84CKD-20413d6c1f/200507_mauerpark_me_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013BG84CKD,katrinem,image
312,2020-05-08T20:25:16Z,katrin_emler,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013BG84CKV-d5381e200e/200507_mauerpark_right_side_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013BG84CKV,katrinem,image
313,2020-05-08T21:53:11Z,udo_noll,"später, Bürknerstr., Hinterhof, Vögel und ferne Stimmen",NA,unosonic,text
314,2020-05-08T21:53:11Z,udo_noll,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F013Q3NC2RF/buerknerbackyardstadtmusik080520.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F013Q3NC2RF,unosonic,audio
315,2020-05-08T21:57:13Z,peter_cusack,Like everyone I’m spending far more time at home during this pandemic and consequently am hearing my Hinterhof continuously. It is an extremely musical place. All the sounds – human or non-human – are unified by the reverberant acoustics and there are constant accidental sonic mixes and juxtapositions that are so ear-catching I stop whatever I’m doing to listen. I make recordings everyday. Here are two of human musicians practicing in their apartments and birds outside. They are not trying to play together or sequentially. Windows are open and it just happens.,NA,Peter Cusack,text
316,2020-05-08T22:09:01Z,linh_hoang_thuy,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013Q4EV3R7-0554f5448b/img_20200508_190641__01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013Q4EV3R7,Linh Hoang Thuy,image
317,2020-05-08T22:11:34Z,peter_cusack,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F013Q4H260Z/711_drumpads_sparrow_door_edit.1.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F013Q4H260Z,Peter Cusack,audio
318,2020-05-08T22:16:53Z,peter_cusack,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F013A4MRGAZ/721_singing_finishes_blackbird_starts_edit.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F013A4MRGAZ,Peter Cusack,audio
319,2020-05-09T15:35:37Z,georg_spehr,"Ich bin am Donnerstag (7. Mai) abends nach 22 Uhr im Bereich der Oranienstrasse unterwegs gewesen. Normalerweise ist um diese Uhrzeit zu dieser Jahreszeit vor einem Feiertag/Wochenende hier sehr viel Nachtleben. Dadurch, dass alle Bars und Restaurants bis auf ein paar Imbisse geschlossen haben, entsteht eine komplett andere Atmosphäre. Alles ist sehr viel dunkler und sehr viel ruhiger. Es fahren kaum Autos. Menschen begegnet man nur sehr wenigen und diese sind fast ausschließlich männlich. Es ist schon bemerkenswert, wie man sich hier zu dieser Uhrzeit nun etwas unwohl fühlt. Die Lebendigkeit, erzeugt durch die Bars, Clubs und Restaurants fehlt einfach. Für viele Menschen sind nun sicherlich insbesondere nach Einbruch der Dunkelheit im weitläufigem Stadtgebiet neue Angsträume entstanden.
Anbei eine kleine Fotoauswahl von geschlossenen Bars in der Oranien- und Wienerstrasse.",NA,Georg Spehr,text
320,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013QLK3GTT-35c58b7103/kneipe_01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013QLK3GTT,Georg Spehr,image
321,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013ALGSXL5-65eec7355e/kneipe_09_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013ALGSXL5,Georg Spehr,image
322,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013ALGSXJ9-4cddd105fb/kneipe_08_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013ALGSXJ9,Georg Spehr,image
323,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C28D5U2-00f60991c9/kneipe_07_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013C28D5U2,Georg Spehr,image
324,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C28D6V8-38500706cc/kneipe_06_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013C28D6V8,Georg Spehr,image
325,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0141SVM7JL-e83f869c69/kneipe_05_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0141SVM7JL,Georg Spehr,image
326,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013QLK3JEM-967328ee40/kneipe_04_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013QLK3JEM,Georg Spehr,image
327,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012X9UMXBR-1c3ed33f48/kneipe_03_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F012X9UMXBR,Georg Spehr,image
328,2020-05-09T15:35:37Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C28D7NE-2762378ef9/kneipe_02_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013C28D7NE,Georg Spehr,image
329,2020-05-09T15:40:34Z,georg_spehr,"Da ja sämtliche Kulturveranstaltungen in letzter zeit nicht statt finden können, gibt es auch keine aktuelle Plakatierung für diese. Im Stadtgebiet sieht man jetzt häufiger diese plakatierten Blumenwiesen als temporären Platzhalter.",NA,Georg Spehr,text
330,2020-05-09T15:40:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C8GKL4T-fa403a05b6/kulturplakate_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013C8GKL4T,Georg Spehr,image
331,2020-05-09T15:40:34Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013J7LACFN-92bf353a45/kulturplakate2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013J7LACFN,Georg Spehr,image
332,2020-05-09T15:42:51Z,georg_spehr,Notizen am Rande,NA,Georg Spehr,text
333,2020-05-09T15:42:51Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012X9Z96Q7-e9d8312741/corona__notes_09_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F012X9Z96Q7,Georg Spehr,image
334,2020-05-09T15:42:51Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C8J2ZFD-83dd70d000/corona__notes_07_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013C8J2ZFD,Georg Spehr,image
335,2020-05-09T15:45:00Z,georg_spehr,"Take-Away aller Orten. Am kuriosesten ist dabei vielleicht der Take-Away-Cocktail, den diverse Cocktail Bars jetzt anbieten …",NA,Georg Spehr,text
336,2020-05-09T15:45:00Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013ALNNH45-fa74d12663/corona__notes_08_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013ALNNH45,Georg Spehr,image
337,2020-05-09T15:55:27Z,georg_spehr,"Erschliessung neuer Freiräume unter Auflage der Abstandhaltung. Am sogenannten Studentenbad im Landwehrkanal (an der Grenze Kreuzberg/Treptow) hat sich in letzter Zeit bei gutem Wetter ein Hangout mit Schlauchboot etabliert. Auch im weitläufigen Landwehrkanal ist die Anzahl von Schlauch- und Paddelbooten stark angestiegen. Möglich ist das geworden, weil der Verkehr der Ausflugsdampfer eingestellt ist.",NA,Georg Spehr,text
338,2020-05-09T15:55:27Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012XA6T8BH-babbcd4a05/schlauchboote1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F012XA6T8BH,Georg Spehr,image
339,2020-05-09T15:55:27Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013J7VBVU4-4eb21aa9d9/schlauchboote2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013J7VBVU4,Georg Spehr,image
340,2020-05-09T22:20:05Z,sam_auinger,"<iframe src=""https://player.vimeo.com/video/481825782"" width=""640"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe>",F013QSZB0TT,Sam Auinger,movie
341,2020-05-09T22:20:12Z,sam_auinger,im friedhofspark pappelallee gibt es seit jahren eine wand die wahrscheinlich aus wärmeschutz gründen einmal mit styropor beschichtet wurde. sie hat ca. 30 - 40 kleine löcher die für die spatzen/sperlige als “single rooms” fungieren (jetzt zum großteil von den büschen verdeckt).  dieses “spatzenhotel” ist offen und wie jedes frühjahr ausgebucht.,NA,Sam Auinger,text
342,2020-05-10T10:35:12Z,zoe_spehr,Eine Veränderung lässt sich auch im alltäglichen Sprachgebrauch feststellen. Das “Abhängen” in virtuellen Räumen hat sich normalisiert und es kommt des öfteren zu Aussagen wie “lass uns doch lieber in Skype abhängen als hier auf slack.”,NA,Zoe Spehr,text
343,2020-05-10T11:08:18Z,hannes_strobl,"here is my second no airplanes piece-hope you enjoy <p></p><iframe src=""https://player.vimeo.com/video/416388272""width=""100%"" height=""100%"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe><p></p>                                                               best wishes hannes",NA,hannes strobl,text
344,2020-05-10T12:38:58Z,peter_cusack,"Yesterday - my first concert during the pandemic. The venue - Petersburg Arts Space, Moabit, in an old industrial building overlooking the Spree. Loudspeakers were placed in the windows and the audience listened from the opposite river banks where there is plenty of grassy space to socially distance. The acoustic was great – sound over water is very clear – and the weather perfect. Only a bar was missing (people brought their own). This location meets all the lockdown requirements, so let’s hope there’s a regular series. The music was by Lucio Capece playing analogue synths. Here is a recording at the concert end which coincided with an amazing incident of a swan that, after having vigorously defended itself against an over friendly dog, took off in flight to the applause of the audience who had just finished clapping the music. All the proceeds from the concert went to the Arts Space, which is struggling while it cannot open.",NA,Peter Cusack,text
345,2020-05-10T12:38:58Z,peter_cusack,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F0135S40QCW/pas_concert_lucio_capece_beside_spree_edit.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F0135S40QCW,Peter Cusack,audio
346,2020-05-10T12:49:12Z,peter_cusack,St Petersburg Arts Space,NA,Peter Cusack,text
347,2020-05-10T12:49:12Z,peter_cusack,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013CQKFB9R-049e1d7b0e/dsc00490_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013CQKFB9R,Peter Cusack,image
348,2020-05-10T17:00:50Z,martina_huber,deshalb geh ich nur ganz spät oder ganz früh einkaufen.. so macht das einfach keinen spaß!,NA,Martina Huber,text
349,2020-05-10T17:00:50Z,martina_huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012Y0CSQB1-37ad5db37f/img_5978_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F012Y0CSQB1,Martina Huber,image
350,2020-05-10T17:34:40Z,sam_auinger,"mit hilfe von freunden hatte heute meine mutter (93)  anläßlich des muttertags ihr erstes multichannel WhatsApp erlebnis . meine schwestern in reit in winkl, katrin und ich in berlin und josefine in linz.  es war großartig und berührend für mich, neben ihrer freude - mit uns allen  sprechen zu können, und uns auch gleichzeitig zu sehen - auch ihr kindliches staunen darüber dass das alles möglich ist zu erleben.",NA,Sam Auinger,text
351,2020-05-10T17:37:38Z,sam_auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013CNPAL02-6cd075842d/corona_schilder_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013CNPAL02,Sam Auinger,image
352,2020-05-10T17:37:46Z,sam_auinger,die schilder werden wieder weggeräumt…heute in einem vorgarten in pankow gesehen…,NA,Sam Auinger,text
353,2020-05-10T21:53:31Z,ingrid_beirer,"Samstag, 9. Mai:
Kaffee und Kuchen als Take Away…  aber man darf weder die Stühle noch eine Ablage des Cafés benutzen. Zum Glück hat die Eingangstür des Nachbarhauses ein Sims, auf dem man wenigstens den Kaffee abstellen kann...",NA,Ingrid Beirer,text
354,2020-05-10T21:55:17Z,ingrid_beirer,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013BEM7U21-c481303f92/img_5873_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013BEM7U21,Ingrid Beirer,image
355,2020-05-10T22:00:35Z,ingrid_beirer,"Sonntag, 10. Mai:
Meine erste öffentliche Veranstaltung nach 9 Wochen: die Ausstellung von Leiko Ikemura „Schrei!” in der St. Matthäus-Kirche. Erstaunlicherweise war der Besucherandrang nicht sehr groß...
Auf dem Weg zur Matthäus-Kirche fuhr ich an der Neuen Nationalgalerie vorbei. Da kam mir der Gedanke, dass die Museen Neue Nationalgalerie und Bauhaus-Archiv zu den „Gewinnern des Corona-Jahres” gehören: sie müssen kein Konzept für die „Wiedereröffnung” erarbeiten und haben auch keine Einkommensausfälle, da sie wegen Renovierung, Um- und Neubau, eh’ bis auf weiteres geschlossen sind...",NA,Ingrid Beirer,text
356,2020-05-10T22:00:35Z,ingrid_beirer,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013D2L4UDR-a3c0d033a3/img_5863_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013D2L4UDR,Ingrid Beirer,image
357,2020-05-10T22:00:35Z,ingrid_beirer,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013CRV2V26-73628cc981/img_5871_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013CRV2V26,Ingrid Beirer,image
358,2020-05-11T07:49:49Z,holger_schulze,"Ich höre und lese Berichte, sehe auch virale Videos über einen neuen Boom der Autokinos - weltweit und auch hierzulande: von wenigen Dutzend am Anfang diesen Jahres scheinen es nun bundesweit über 300 zu sein.",NA,Holger Schulze,text
359,2020-05-11T10:01:02Z,max_joy,"
Positive Auswirkung des Shutdown:

Coronabedingte Erholung von Korallen durch das Ausbleiben von Wassersportlern [AUDIO/Deutschlandfunk]

<p></p><a href=""https://ondemand-mp3.dradio.de/file/dradio/2020/05/10/coronabedingte_erholung_von_korallen_durch_das_ausbleiben_dlf_20200510_1831_3007423c.mp3|https://ondemand-mp3.dradio.de/file/dradio/2020/05/10/coronabedingte_erholung_von_korallen_durch_das_ausbleiben_dlf_20200510_1831_3007423c.mp3"">Link</a><p></p>
",NA,MaxJoy sensoricArt,text
360,2020-05-11T10:06:35Z,max_joy,"
Abgaswerte gesunken:

<p></p><a href=""https://www.deutschlandfunk.de/luftverschmutzung-corona-shutdown-sorgt-fuer-niedrigere.697.de.html?dram:article_id=476212|https://www.deutschlandfunk.de/luftverschmutzung-corona-shutdown-sorgt-fuer-niedrigere.697.de.html?dram:article_id=476212"">Link</a><p></p>",NA,MaxJoy sensoricArt,text
361,2020-05-11T10:42:01Z,max_joy,"
Die Stunde der Roboter (Stadtraum Singapur)

<p></p><a href=""https://www.tagesschau.de/ausland/roboter-corona-101.html|https://www.tagesschau.de/ausland/roboter-corona-101.html"">Link</a><p></p>",NA,MaxJoy sensoricArt,text
362,2020-05-11T12:40:44Z,georg_spehr,"Nach einem langen (und wettermäßig sehr schönen) Wochenende kann man überall an den deutlichen Müllbergen erkennen, dass sich sehr viele Menschen draußen im öffentlichen Raum aufgehalten haben und das Take-Away-Angebot reichhaltig nutzen (sicherlich auch eine Folge der geschlossenen Gastromie).",NA,Georg Spehr,text
363,2020-05-11T12:40:44Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0143M8HHEC-ee03de1abc/trash1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F0143M8HHEC,Georg Spehr,image
364,2020-05-11T12:40:44Z,georg_spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013DS1AK18-95b45f06c7/trash2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013DS1AK18,Georg Spehr,image
365,2020-05-11T20:57:15Z,peter_cusack,Spent the whole day in the apartment because of the rain. And made a new mask from an old tee-shirt. No sewing required. The Hinterhof blackbird is singing almost all the time now. Why?? Previously he did not. He is busy regardless of rain or shine. This recording also includes a rare jet plane in the distance.,NA,Peter Cusack,text
366,2020-05-11T20:57:15Z,peter_cusack,"<audio controls autoplay src=""https://files.slack.com/files-pri/T012DPKCBQV-F013M988REG/743_mon8_blackbird_and_rain_edit.mp3?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""audio/mpeg""></audio>",F013M988REG,Peter Cusack,audio
367,2020-05-11T21:10:52Z,udo_noll,corona catastrophy chic,NA,unosonic,text
368,2020-05-11T21:10:52Z,udo_noll,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013TP922MP-e195cf3360/img_5921_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F013TP922MP,unosonic,image
369,2020-05-11T21:10:52Z,udo_noll,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F014505GY1E-a1cae32993/img_5922_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">",F014505GY1E,unosonic,image
370,2020-05-12T07:53:03Z,holger_schulze,"Der Achtjährige übt E-Gitarre im Obergeschoss, trifft gleich seine Mathenachhilfelehrerin in der Bäckerei 2000, seine Zwillingsschwester übt währenddessen weiter die schriftliche Substraktion nachdem beide ein YouTube-Tutorial geschaut hatten, die Große gestaltet währenddessen einen weiteren Reiter ihres sogenannten _Memoflips_ mit Informationen und Bildern zur Stadt Catal Hüyük (eigentlich ja: Çatalhöyük) aus der Jungsteinzeit für ihr Schulfach GeWi (Gesellschaftswissenschaft) und meine Gattin löst via Zoom derweil Probleme der Feldforschung mit ihren Mitarbeiterinnen im DFG-Projekt zu Obdachlosigkeit und Mediennutzung. In wenigen Minuten werde ich dem Vortrag des Komponisten und Performers Niels Lyhne Løkkegaard lauschen, den das Rytmisk Musikkonservatorium aus Kopenhagen streamt: _Utopia &amp; the Sustainability of Potentiality_.",NA,Holger Schulze,text
