time,channel,real_name,text
2020-05-01T22:23:50Z,ingrid_beirer,Ingrid Beirer,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012W9TCGHK-e960f59a07/p1140774_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-01T23:25:27Z,katrin_emler,katrinem,"<video width=""100%"" controls><source src=""https://files.slack.com/files-pri/T012DPKCBQV-F0133U9Q6KW/200501_luftwesen.mp4?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""video/mp4""></video>"
2020-05-01T23:26:22Z,katrin_emler,katrinem,Luftwesen am 1. Mai
2020-05-02T00:00:13Z,sam_auinger,Sam Auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013MK60NAC-03f12b7e7c/berliner_strasse_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T00:00:45Z,sam_auinger,Sam Auinger,"obwohl untertags der verkehr und das leben auf der strasse sich wieder zu verdichten beginnt
sind die drastischen veränderungen immer noch in der abwesenheit von zuständen, dingen und sounds zu erkennen.
haben gerade einen abendspaziergang in Pankow gemacht und entlang der berliner strasse, wo sonst um diese zeit (mitternacht) noch viel verkehr und bewegtes leben herrscht - ganz sicher am 1. mai - hatte ich das gefühl auf einer grossveranstaltung zu sein, alles ist vorbereitet, alle lichter sind an, aber niemand ist gekommen."
2020-05-02T00:02:19Z,ingrid_beirer,Sam Auinger,wunderbare bilder
2020-05-02T11:24:54Z,martina_huber,Martina Huber,"einkaufen verbinde ich eigentlich am Wochenende immer mit einem schönen Spaziergang mittags/ nachmittags. aber da mir die schlagen in den Supermärkten zu lange sind, geh ich nun nur noch ganz früh oder ganz spät."
2020-05-02T13:17:09Z,eliot_felde,Eliot Felde,Distance signifiers
2020-05-02T13:17:09Z,eliot_felde,Eliot Felde,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013APME97T-e285b0feb5/distance_signifiers_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T13:19:26Z,nika_radic,Nika Radić,Nachtigallen unweit von Potsdamer Platz
2020-05-02T13:19:26Z,nika_radic,Nika Radić,"<video width=""100%"" controls><source src=""https://files.slack.com/files-pri/T012DPKCBQV-F012YBHCVB5/vid_20200502_003832.mp4?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" type=""video/mp4""></video>"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"Ich wohne ja beim 1. Mai um die Ecke. Hier findet im großraümigen Bereich der Oranienstrasse, zwischen Kottbusser Tor und Görlitzer Bahnhof sowie im Görlitzer Park jedes Jahr das MyFest statt, was eine stetig wachsende Anzahl von Menschen in die Gegend gezogen hat. In den letzten Jahren war die Menge an Menschen so groß, dass bereits am frühen Nachmittag das gesamte Fest-Gebiet, die angrenzenden U-Bahnhöfe und der Park wegen Überfüllung geschlossen werden mussten. Auch alle weiträumig angrenzenden Strassen, also eigentlich ganz SO36 waren voll von Menschen.
Dieses Jahr fiel das MyFest wegen der bekannten Situation aus, was meinen Kiez an diesem für Kreuzberg so speziellen Tag ein ganz anderes Erscheinungsbild gab. Überwiegend menschenleere Strassen bis zum Nachmittag, kein Bassgewummer von Livebands oder Soundsystems, keine Grillgerüche, keine in die Hauseingänge oder Hinterhöfe pissenden Menschen.
Am Nachmittag wurde es dann doch etwas voller, mehr Menschen, mehr Polizei, kleinere Protestaktionen und chillen im Park. Alle warteten auf die ewig-traditionelle revolutionäre Demonstration gegen 18 Uhr, die dann auch entgegen der Ankündigungen recht geballt mit mehr als 1000 Leuten statt fand, incl. ein wenig Katz-und-Maus-Spiel und Rangelei. Für uns aber eigentlich nur hörbar durch das weitläufige Sirenenkonzert und dem mehr als 1 Stunde herum kreisenden Polizei Helikopter.
So ab 21.00 Uhr dann wieder recht plötzlich die für ein Wochenende in Kreuzberg so ungewöhnliche Ruhe/Stille wie in den letzten Wochen."
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134BKTXEY-86d9a7e159/1mai_0_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134BKTXLL-cc7d8b3e1b/1mai_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012YCGJ9J7-0360fd6f6e/1mai_2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012YCGJ9H9-4609dece29/1mai_3_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012WQKLEJH-7ac7b69daf/1mai_4_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012WQKLFM3-e03bf3a4a5/1mai_5_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:18:26Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012Y6B9WJW-ac0307c146/1mai_6_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:45:58Z,georg_spehr,Georg Spehr,Protestnotizen / Adbusting
2020-05-02T14:45:58Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012RENR5D4-b0ea5901c4/protestnotes_1_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:45:58Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012YCYGTK5-b9d1aa4ddb/protestnotes_2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:45:58Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012YCYGTL3-34289547e9/protestnotes_3_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:45:58Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134C1SFJ8-a2e4338522/protestnotes_4_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:46:38Z,georg_spehr,Georg Spehr,Notizen am Rande
2020-05-02T14:46:38Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134C28N84-9e78e4f8fe/corona__notes_01_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:46:38Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013N215V08-2c162e5804/corona__notes_02_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:46:38Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012Y6TKYJE-a71292e829/corona__notes_03_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T14:46:38Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012REP7CRL-dd460914f8/corona__notes_04_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T20:27:59Z,katrin_emler,katrinem,"Für alle die sich schwer tun den empfohlenen Abstand von 1m richtig einzuschätzen, hat die österreichische Regierung in ihrem Informationsblatt eine Eselsbrücke gebaut: So viel wie ein Babyelefant… Praktischerweise steht einer am Prenzlauer Berg herum, so dass man sich gleich in der richtigen Distanz üben kann…"
2020-05-02T20:27:59Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134H5MXGC-eb566c0f02/200502_babyelefant_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T21:47:12Z,linh_hoang_thuy,Linh Hoang Thuy,"Heute, auf dem Weg zu meinen Eltern, habe ich mich wie eine Kriminelle gefühlt. An der Haltestelle fuhr die erste Tram an mir vorbei und ich sah die meisten Insassen mit einem Mundschutz. Meinen hatte ich heute jedoch vergessen und ein komisches Gefühl kam auf. Ich weiß, dass seit kurzem eine Maskenpflicht im öffentlichen Nahverkehr herrscht, aber ich hatte es schlichtweg vergessen, da ich bisher lediglich zum Einkaufen eine Maske trug und ich nach der Einführung der Regelung erstmals wieder mit den öffentlichen Verkehrsmitteln fuhr. So saß ich verkrochen in der Ecke der Tram und starrte 30 Minuten aus dem Fenster ohne meinen Blick zu wenden. Zwischendurch kam eine automatische Ansage auf deutsch und englisch, die darauf hinwies genug Abstand zu den anderen Fahrgästen einzuhalten und Mund sowie Nase zu bedecken - das ist neu.
Früher wurde man schräg angeschaut, wenn Leute einen Mundschutz trugen. Heutzutage jedoch, wenn man es nicht tut. Da meine Eltern seit Corona selber Masken herstellen, wusste ich, dass die Rückfahrt ein Stück angehmer sein wird. So fuhr ich mit einer neuen rosa Maske in meiner Sammlung wieder nach Hause."
2020-05-02T22:05:44Z,katrin_emler,katrinem,in den Wochen vor Ostern haben wir oft unsere täglichen Spaziergänge am Abend gemacht. Meist mitten auf den Straßen entlang endloser Ketten dicht and dicht parkenden Autos. Letzte Nacht und heute am Abend gab es auffällig viele Lücken… Sind so viele verreist?
2020-05-02T22:05:44Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F0134JBFFE0-3e319e1c37/200501_parkplatz_mitternacht_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T22:05:44Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013B1ZEK8R-293a18814d/200502_parkplatz_samstagabend_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-02T22:14:57Z,sam_auinger,Sam Auinger,"<video width=""100%"" controls><source src=""https://azmar.org/qr/media/F012YKBM8GK.mp4"" type=""video/mp4""></video>"
2020-05-03T07:01:40Z,sven_sappelt,Sven Sappelt,Essay von Bernd Scherer (HKW) über Corona.
2020-05-03T07:01:40Z,sven_sappelt,Sven Sappelt,"<a href=""https://files.slack.com/files-pri/T012DPKCBQV-F012X7E70A1/scherer_u__ber_corona.pdf?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"" target=""new"">PDF file</a>"
2020-05-03T07:32:19Z,maren_hartmann,Maren Hartmann,"Heute und gestern lag der Schläfer deutlich später noch 'entspannt' in seinem roten Schlafsack auf der Wiese. Ich bin versucht, ihm eine Wochenendhaltung zuzuschreiben, finde es aber auch leicht zynisch (denn ohne Unterlage auf dem feuchten Gras lässt Entspannung etwas in den Hintergrund rücken). Inzwischen, so merke ich, suche ich regelrecht nach ihm."
2020-05-03T07:36:08Z,maren_hartmann,Maren Hartmann,Die einzige Blume auf weiter Flur.
2020-05-03T07:36:08Z,maren_hartmann,Maren Hartmann,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012YJYBTCJ-fb65e2aa67/cf9dda71-345a-4daa-a37f-cf4f9ada5727_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-03T07:36:08Z,maren_hartmann,Maren Hartmann,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012X7SMW8M-729c17bcb1/be592ff3-05ac-4151-958f-59a932a1a470_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-03T07:36:36Z,maren_hartmann,Maren Hartmann,"(Roter Schlafsack, rote Blume)"
2020-05-03T07:57:49Z,maren_hartmann,Maren Hartmann,Zwei weitere Beobachtungen heute morgen:
2020-05-03T08:02:24Z,maren_hartmann,Maren Hartmann,"a) Die Kirchenglocken sind im Park erstaunlich laut und vor allem lang (5 Minuten?) zu hören. b) Ich ertappe mich dabei, dass ich jeden noch so kleinen Grünstreifen aufsuche (z.B. neben der Tramstrecke). Dabei entdecke ich den (grünen) Weg an einem Plattenbau vorbei eine ganze Spur aus Kronenkorken - alle von einer Sorte. Vielleicht führt die Spur ja irgendwohin."
2020-05-03T11:50:40Z,georg_spehr,Georg Spehr,Notizen am Rande
2020-05-03T11:50:40Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012XAYGWCD-cd498a3e0b/corona__notes_05_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-03T11:50:40Z,georg_spehr,Georg Spehr,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013NHBL84Q-bc9d8db46c/corona__notes_06_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-03T20:06:10Z,ursula_rogg,Ursula Rogg,die aktuellen 2 Aufnahmen von Sabine. Jenseits der Versöhnlichkeit.
2020-05-03T20:06:10Z,ursula_rogg,Ursula Rogg,"<audio src=""https://azmar.org/qr/media/F012XJ95H37.mp3"" type=""audio/mpeg"" controls></audio>"
2020-05-03T20:06:27Z,ursula_rogg,Ursula Rogg,"<audio src=""https://azmar.org/qr/media/F013BJBG8HF.mp3"" type=""audio/mpeg"" controls></audio>"
2020-05-03T20:47:09Z,katrin_emler,katrinem,"Am 8.März sind wir von unserer letzten Arbeitsreise nach Berlin zurückgekommen und seitdem hier. Wir erinnern uns nicht mehr, wann wir solange an einem Ort/zuhause waren. Vor 3 Wochen begann ich mit meinem Vorhaben Apfelbäume zu ziehen, um diese dann großflächig zu verbreiten."
2020-05-03T20:47:09Z,katrin_emler,katrinem,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012J8DEA8P-aef80765b4/200503_neueapfelba__ume_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T00:31:35Z,dietmar_offenhuber,Dietmar Offenhuber,boston’s social distancing nudging. basketballkoerbe abmontiert und parkplaetze gesperrt.
2020-05-04T00:31:35Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F01358S7RV2-8c9c606483/img_8224_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T00:31:35Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012JBDDACF-6abfca8900/dsc09624_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T00:33:31Z,dietmar_offenhuber,Dietmar Offenhuber,brav anstellen vor der brauerei! ueber fenster wird bier verkauft
2020-05-04T00:33:31Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012XMT1J6R-4093f9bb1e/img_0644_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T00:33:31Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012SBE6YCE-5112f23167/img_2496_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T00:33:31Z,dietmar_offenhuber,Dietmar Offenhuber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012Z3JL6M8-5f5d15e652/img_4930_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T06:55:24Z,martina_huber,Martina Huber,"mal wieder was von der chinesischen Seite.. finde den vergleich recht spannend und bekomme durch meine chinesischen Kontakte ja doch ein bisschen mehr mit, als vielleicht andere."
2020-05-04T07:14:37Z,martina_huber,Martina Huber,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C0GML57-4c90be8279/img_5935_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T07:14:37Z,martina_huber,Martina Huber,"<video width=""100%"" controls><source src=""https://azmar.org/qr/media/F012Y0EEKC5.mp4"" type=""video/mp4""></video>"
2020-05-04T07:30:28Z,maren_hartmann,Maren Hartmann,"Heute morgen war der Schläfer nicht mehr da, als ich im Park war (gegen 7 Uhr). Dies erhärtet die Unterscheidung zwischen Wochenende und Woche. Zugleich waren Flugzeuge zu hören - deutlicher als sonst, aber in ihrer 'Vielzahl' (zwei Mal) irritierend. Ist das Beginn einer Rückkehr zur vermeintlichen Normalität?"
2020-05-04T07:31:10Z,maren_hartmann,Maren Hartmann,Schön: die Bäume haben den Regen sichtlich genossen. Es grünt so grün.
2020-05-04T07:42:13Z,susanne_jaschko,Susanne Jaschko,"Potsdam. Als wir gestern im Botanischen Garten der Universität, gleich neben dem Schlosspark, einen Reiher beim Fischfang beobachteten, hörten wir in weiter Ferne ein Flugzeug am Himmel ohne es zu sehen. Wohin fliegt es? Wer sitzt in ihm? Auch wenn das Fernweh dieser Tage groß ist, so sehne ich mich nicht nach Flugzeugen, dem Gerangel und Warten, den unangenehmen Stunden in einem engen Sitz. Fast eine Erleichterung, dass einem gerade und wahrscheinlich bis aufs weitere diese Tortur erspart bleibt. Anders reisen scheint auf einmal viel möglicher. Und ein einzelnes Flugzeug weit weg klingt plötzlich entspannt."
2020-05-04T07:42:13Z,susanne_jaschko,Susanne Jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012SMHSA9L-5d03d7cd1e/stadtmusik_potsdam_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T07:45:23Z,susanne_jaschko,Susanne Jaschko,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013C2PQ6CR-9025984acc/stadtmusik_potsdam_botanik_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T08:30:51Z,holger_schulze,Holger Schulze,"Es ist der fünfzigste Tag in dieser neuen Normalität. Heute ist der erste Tag, an dem die Zwillinge zumindest für zwei Stunden wieder in die Schule gehen dürfen. Ihr Klassenlehrer hat sich dazu entschlossen, die schrittweisen Lockerungen für Schulklassen nicht zum schichtweisen Unterricht der gesamten Schüler zu nutzen, sondern eher den geforderten Schülern eine Unterstützung vor Ort anzubieten. Unserem Sohn fällt vor allem Mathe etwas schwer, darum wurden beide Zwillinge nun zum Privatunterricht eingeladen, andere Kinder zu anderen Zeiten zu anderen Fächern. Zeigt sich hier nicht eine erstaunlich radikale und sehr erfreuliche Kehrtwende weg vom Allgemeinunterricht zum punktuell dosierten und personalisierten Unterricht? Würde Bildung tatsächlich gewertschätzt in der gegenwärtigen Wirtschaftsordnung und entsprechend finanziell üppig ausgestattet für alle sozialen Schichten, so wäre es vermutlich vollkommen gewöhnlich, dass weitaus mehr Lehrpersonen eine Schulklasse in einem Fach unterrichten, damit alle Schülerinnen und Schüler den jeweils angemessenen Unterricht erhalten könnten. Als wir durch die Strassen radelten, war weiterhin die sonntagmorgendlich, weihnachtsfeiertägliche Leere und Ruhe zu spüren. Beim Eintreffen auf dem Schulhof machte sich die neue Normalität geltend. Hinweisschilder, Wachpersonal, Mundschutzgebrauch, ausgedünnte Leere."
2020-05-04T09:05:06Z,max_joy,Holger Schulze,"Die Konsumbürger*innen können wohl wirklich dort am besten erreicht werden, wo ihre vielleicht größte Aufmerksamkeit und Hingabe herrscht: auf den Kassenzetteln."
2020-05-04T09:05:48Z,sven_sappelt,Holger Schulze,"Oh, danke! Großartig."
2020-05-04T14:14:14Z,hannes_strobl,hannes strobl,"seit dem lockdown gibt es in berlin praktisch keinen erwähnenswerten flugverkehr mehr-in meinem studio in berlin wedding (einflugschneise tegel) ist diese auditive veränderung ohrenscheinlich. hier ist ein link zu meiner arbeit : no airplanes <p></p><iframe src=""https://player.vimeo.com/video/414745674""width=""100%"" height=""100%"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe><p></p>                                                                         hope you enjoy-best wishes hannes"
2020-05-04T15:58:05Z,berlin-local,Dietmar Offenhuber,"Hallo maria, sehr interessant, danke fuers posten! Erinnert mich an olafur’s beschreibung der klanglichen dimension des schmelzenden eises"
2020-05-04T19:25:03Z,berlin-local,Dietmar Offenhuber,"hallo allerseits! habe in den letzten tagen die vielen interessanten beiträge sehr genossen! da sich viele in der gruppe nicht kennen, dachten sam und ich dass es schoen waere wenn jede und jeder sich kurz vorstellen koennte.

Ich bin Dietmar, und einer der wenigen teilnehmer der nicht in berlin wohnt. Ich lebe in der nähe von boston, in cambridge / US. als die pandemie losging, war ich gerade auf sabbatical in princeton und bin seither wieder nach massachusetts zurueck. ich unterrichte hier im design programm an der northeastern uni, und arbeite mit sam seit ca. 2000 zusammen. mich interessieren staedte, wie menschen ihr zusammenleben darin organisieren und erleben, und welche spuren dabei entstehen."
2020-05-04T19:26:28Z,eliot_felde,Eliot Felde,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013DKMP4GZ-61a446f7ed/distance_signifiers-2_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T21:30:46Z,ingrid_beirer,Ingrid Beirer,"Sonntag, 3. Mai 2020, wieder um 18 Uhr in der Pariser Straße ein Konzert gegen Corona... Diesmal ist sogar ein Kirchenlied dabei. Als Trost? Man darf in der Kirche bereits wieder Gottesdienste feiern, aber das gemeinsame Singen von Kirchenliedern ist derzeit nicht erlaubt.
Um Verbote kümmert sich das Vergissmeinnicht an der Eingangstüre nicht…"
2020-05-04T21:36:18Z,ingrid_beirer,Ingrid Beirer,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012UHC61HU-67fff1caa3/img_5696_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T22:22:39Z,udo_noll,unosonic,"Berlin, Friedhof Columbiadamm (Neuer Garnisonsfriedhof) kurz vor Sonnenaufgang, 3.5.2020"
2020-05-04T22:22:39Z,udo_noll,unosonic,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F012LKGB4AK-20120861cd/img_5881_1024.jpg?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-04T22:32:14Z,udo_noll,unosonic,"<p></p><a href=""https://aporee.org/maps/?loc=48989&amp;m=satellite|Berlin, Friedhof Columbiadamm, dawn chorus 3.5.2020"">Link</a><p></p>"
2020-05-04T22:51:02Z,udo_noll,unosonic,"Nachricht aus Maribor. Lockdown. Locked-In. Denk ich an die Weinberge über der Stadt. Die Drava. Den Wein in Melje im Sommer. ...
_...meanwhile there is still almost total blockage of movement in Slovenia -_
_still can not go to another municipality, and I can just dream about the_
_room at the coast (or listen to it) - it is in Croatia - borders on all_
_sides are still closed..._"
2020-05-04T22:51:58Z,udo_noll,unosonic,"<p></p><a href=""https://archive.org/details/radio_aporee_log_2020_05_02_18_58_49|live session. room. Morning sweetness (by Or Poiesis, Maribor)"">Link</a><p></p>"
2020-05-05T08:45:23Z,holger_schulze,Holger Schulze,"Auf dem Weg zum Geldautomaten bemerke ich, wie ich mich mittlerweile mit Maske deutlich besser, auch eleganter, vor allem aber sicherer gekleidet fühle als ohne diesen Mundschutz."
2020-05-05T09:39:46Z,maren_hartmann,Maren Hartmann,"Heute morgen haben wir (der Sohn und ich) Entenkücken im Teich (im Volkspark Friedrichshain) bewundert. Gestern waren sie sehr aktiv, heute morgen ruhten sie sich gerade aus. Nach einer Runde um den See begaben sie sich aber doch ins Wasser und paddelten los. Ohne Abstandsregeln."
2020-05-05T16:20:59Z,udo_noll,unosonic,MaybachMarkt
2020-05-05T16:20:59Z,udo_noll,unosonic,"<audio src=""https://azmar.org/qr/media/F012WA1LYVC.mp3"" type=""audio/mpeg"" controls></audio>"
2020-05-05T21:46:00Z,sam_auinger,Sam Auinger,Hatten am 2. Mai (Samstag) den AlexanderPlatz besucht. 2 Läden und ein großer Department Store waren geöffnet. Geordnete Schlangen von meist jüngeren Publikum vor den 2 Läden (Schuh und Jeans Geschäft). Die Stimmung ist friedlich aber auch unwirklich für mich am Platz. In dieser Leere stechen die Gestaltungsschwächen  klar hervor und das bestimmende Designelement sind die runden Mistkübel.
2020-05-05T21:46:38Z,sam_auinger,Sam Auinger,"<p></p><iframe src=""https://player.vimeo.com/video/414357181""width=""100%"" height=""100%"" frameborder=""0"" allow=""autoplay; fullscreen"" allowfullscreen></iframe><p></p>"
2020-05-05T21:46:38Z,sam_auinger,Sam Auinger,"<img class=""fit"" src=""https://files.slack.com/files-tmb/T012DPKCBQV-F013A11647N-1a6e76d2a7/alexanderplatz_2._mai_1024.png?t=xoxe-1081801419845-1460371085732-1447478355206-ee90633e5b0a90e5044d36ec67b96435"">"
2020-05-06T06:10:26Z,martina_huber,Martina Huber,"wusste gar nicht, wie laut der Baulärm an unserem Wohnhaus hier ist. normalerweise bin ich zu Arbeitszeiten ja auch im Büro und habe das nie so mitbekommen. nun kann ich verstehen, dass sie meine Mitbewohnerin, die als Lehrerin sowieso auch immer viel von zuhause arbeitet, sich oft beschwert hat."
2020-05-06T06:23:50Z,katrin_emler,katrinem,seit heute bin ich sicher: immer um 5 Uhr morgens an einem Werktag fährt jemand in unserer Straße mit dem Moped zur Arbeit…
